threshold,exact_match_accuracy,hamming_loss,jaccard_score,binary_precision,binary_recall,binary_f1,binary_support,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc_macro,roc_auc_micro,label_accuracy__compute,label_precision__compute,label_recall__compute,label_f1__compute,label_support__compute,label_auc__compute,label_accuracy__data_handling,label_precision__data_handling,label_recall__data_handling,label_f1__data_handling,label_support__data_handling,label_auc__data_handling,label_accuracy__network,label_precision__network,label_recall__network,label_f1__network,label_support__network,label_auc__network,label_accuracy__security_compliance,label_precision__security_compliance,label_recall__security_compliance,label_f1__security_compliance,label_support__security_compliance,label_auc__security_compliance,label_accuracy__management_monitoring,label_precision__management_monitoring,label_recall__management_monitoring,label_f1__management_monitoring,label_support__management_monitoring,label_auc__management_monitoring,label_accuracy__cloud_service_essentials,label_precision__cloud_service_essentials,label_recall__cloud_service_essentials,label_f1__cloud_service_essentials,label_support__cloud_service_essentials,label_auc__cloud_service_essentials,epoch,train_loss,validation_loss,seed,experiment_name,run_timestamp
0.2,0.11692307692307692,0.27384615384615385,0.26223238440738766,0.7430555555555556,0.9184549356223176,0.8214971209213052,233,0.31859756097560976,0.706081081081081,0.43907563025210083,0.31949958334618717,0.633853238265003,0.4133399897868193,0.31948434548809995,0.706081081081081,0.4318708389978143,0.813321966374551,0.8126511487303507,0.7938461538461539,0.3291139240506329,0.65,0.4369747899159664,40,0.8448245614035088,0.8892307692307693,0.35714285714285715,0.35714285714285715,0.35714285714285715,28,0.842953342953343,0.8646153846153846,0.2894736842105263,0.39285714285714285,0.3333333333333333,28,0.8382635882635883,0.6646153846153846,0.3419354838709677,0.8833333333333333,0.4930232558139535,60,0.8921383647798742,0.5046153846153846,0.32727272727272727,0.8470588235294118,0.4721311475409836,85,0.7331372549019607,0.64,0.27205882352941174,0.6727272727272727,0.387434554973822,55,0.725993265993266,1,0.4220428726282613,0.3491477838584355,0,deambiguified,2026-08-31T00:44:28.834075
0.2,0.4,0.1523076923076923,0.4622786615465257,0.8036363636363636,0.9484978540772532,0.8700787401574803,233,0.49897750511247446,0.8243243243243243,0.621656050955414,0.5200927517204662,0.8220641286817757,0.6243891396119619,0.5377604916118464,0.8243243243243243,0.6378323524467496,0.9000948121826019,0.9035221739272524,0.7661538461538462,0.330188679245283,0.875,0.4794520547945205,40,0.8906140350877193,0.9107692307692308,0.4883720930232558,0.75,0.5915492957746479,28,0.8882876382876382,0.9138461538461539,0.5,0.8928571428571429,0.6410256410256411,28,0.9544252044252044,0.9323076923076923,0.8166666666666667,0.8166666666666667,0.8166666666666667,60,0.9377987421383648,0.7415384615384616,0.5034013605442177,0.8705882352941177,0.6379310344827587,85,0.8842156862745097,0.8215384615384616,0.4819277108433735,0.7272727272727273,0.5797101449275363,55,0.8430303030303029,2,0.2900096081711095,0.26530791961011435,0,deambiguified,2026-08-31T00:44:28.834075
0.2,0.5046153846153846,0.12205128205128205,0.4982031596514192,0.8205128205128205,0.9613733905579399,0.8853754940711462,233,0.5674418604651162,0.8243243243243243,0.6721763085399449,0.5602571810861262,0.8256355572532045,0.6613719706263893,0.5832681882567121,0.8243243243243243,0.6779031562566982,0.921603116300086,0.927123843916468,0.8861538461538462,0.5238095238095238,0.825,0.6407766990291263,40,0.925,0.8769230769230769,0.39655172413793105,0.8214285714285714,0.5348837209302325,28,0.9033189033189033,0.9261538461538461,0.5434782608695652,0.8928571428571429,0.6756756756756757,28,0.967051467051467,0.9107692307692308,0.7313432835820896,0.8166666666666667,0.7716535433070866,60,0.9537106918238993,0.8,0.578125,0.8705882352941177,0.6948356807511737,85,0.9194607843137255,0.8676923076923077,0.5882352941176471,0.7272727272727273,0.6504065040650406,55,0.8593939393939394,3,0.1977631251873641,0.23313715628215245,0,deambiguified,2026-08-31T00:44:28.834075
0.2,0.563076923076923,0.10717948717948718,0.5305115181309729,0.8616600790513834,0.9356223175965666,0.897119341563786,233,0.6118251928020566,0.8040540540540541,0.6948905109489051,0.6150042374301716,0.8112426788897377,0.6896268847660231,0.6444074955482908,0.8040540540540541,0.7043393669437961,0.931373127763502,0.9323650282688977,0.88,0.5074626865671642,0.85,0.6355140186915887,40,0.9535087719298245,0.9292307692307692,0.5714285714285714,0.7142857142857143,0.6349206349206349,28,0.9111351611351611,0.9384615384615385,0.5909090909090909,0.9285714285714286,0.7222222222222222,28,0.9684944684944685,0.916923076923077,0.7894736842105263,0.75,0.7692307692307693,60,0.9471069182389937,0.88,0.7613636363636364,0.788235294117647,0.7745664739884393,85,0.9180882352941178,0.8123076923076923,0.46938775510204084,0.8363636363636363,0.6013071895424836,55,0.8886868686868687,4,0.13829535473908844,0.23223210729303814,0,deambiguified,2026-08-31T00:44:28.834075
0.2,0.5907692307692308,0.09435897435897436,0.53851056290177,0.8683127572016461,0.9055793991416309,0.8865546218487395,233,0.6666666666666666,0.7567567567567568,0.7088607594936709,0.6576366836484456,0.750647228588405,0.6948443462718012,0.6902231970905064,0.7567567567567568,0.716317494091196,0.9228325826810676,0.9268031635020751,0.8615384615384616,0.463768115942029,0.8,0.5871559633027523,40,0.9308771929824562,0.92,0.5294117647058824,0.6428571428571429,0.5806451612903226,28,0.8974266474266474,0.9476923076923077,0.6666666666666666,0.7857142857142857,0.7213114754098361,28,0.967051467051467,0.9292307692307692,0.8245614035087719,0.7833333333333333,0.8034188034188035,60,0.9327044025157233,0.8707692307692307,0.7471264367816092,0.7647058823529411,0.7558139534883721,85,0.9208333333333334,0.9046153846153846,0.7142857142857143,0.7272727272727273,0.7207207207207207,55,0.8857239057239057,5,0.10061485204717209,0.23110902220720336,0,deambiguified,2026-08-31T00:44:28.834075
0.2,0.28923076923076924,0.2241025641025641,0.2886180759353274,0.753968253968254,0.8755760368663594,0.8102345415778252,217,0.35067437379576105,0.6453900709219859,0.4544319600499376,0.37841507137318803,0.6436888781716368,0.4449139568666975,0.41108248840419015,0.6453900709219859,0.4569138532802991,0.82470059863862,0.807496555946732,0.8,0.3018867924528302,0.36363636363636365,0.32989690721649484,44,0.6967000970559689,0.9046153846153846,0.3333333333333333,0.55,0.41509433962264153,20,0.8352459016393442,0.8646153846153846,0.3684210526315789,0.7241379310344828,0.4883720930232558,29,0.8928238583410997,0.6553846153846153,0.34502923976608185,1.0,0.5130434782608696,59,0.9422709315662037,0.8092307692307692,0.6538461538461539,0.4358974358974359,0.5230769230769231,78,0.8158932835046195,0.6215384615384615,0.2679738562091503,0.7884615384615384,0.4,52,0.7673992673992674,1,0.41869026949179583,0.33602567655699594,1,deambiguified,2026-08-31T00:52:44.687818
0.2,0.36615384615384616,0.1758974358974359,0.4007144514188143,0.7319587628865979,0.9815668202764977,0.8385826771653543,217,0.44234404536862004,0.8297872340425532,0.5770653514180024,0.4497059744569925,0.8029383435578642,0.5702665232291886,0.4476842030543795,0.8297872340425532,0.5748698882423173,0.9091962435118573,0.9050185383608007,0.8492307692307692,0.4528301886792453,0.5454545454545454,0.4948453608247423,44,0.8502911679068262,0.9107692307692308,0.38461538461538464,0.75,0.5084745762711864,20,0.9409836065573771,0.916923076923077,0.5217391304347826,0.8275862068965517,0.64,29,0.9324324324324325,0.7569230769230769,0.4264705882352941,0.9830508474576272,0.5948717948717949,59,0.9579457117369695,0.6738461538461539,0.4186046511627907,0.9230769230769231,0.576,78,0.8944773175542406,0.8369230769230769,0.4939759036144578,0.7884615384615384,0.6074074074074074,52,0.882924767540152,2,0.2816449222636634,0.2632084038285982,1,deambiguified,2026-08-31T00:52:44.687818
0.2,0.49230769230769234,0.12615384615384614,0.4853921166909661,0.7835820895522388,0.967741935483871,0.865979381443299,217,0.541860465116279,0.8262411347517731,0.6544943820224719,0.5502343539263196,0.8099508663944667,0.6490250174396133,0.559753271794287,0.8262411347517731,0.6607366307343289,0.9160542402036832,0.9195983638621018,0.8153846153846154,0.40476190476190477,0.7727272727272727,0.53125,44,0.87245228081527,0.9323076923076923,0.47058823529411764,0.8,0.5925925925925926,20,0.9483606557377049,0.9292307692307692,0.5789473684210527,0.7586206896551724,0.6567164179104478,29,0.9239282385834111,0.9046153846153846,0.6707317073170732,0.9322033898305084,0.7801418439716312,59,0.9648273225436472,0.7630769230769231,0.5036496350364964,0.8846153846153846,0.641860465116279,78,0.9033530571992111,0.8984615384615384,0.6727272727272727,0.7115384615384616,0.6915887850467289,52,0.8858129050436743,3,0.1986569976112966,0.22960870464642844,1,deambiguified,2026-08-31T00:52:44.687818
0.2,0.4584615384615385,0.13897435897435897,0.4663951480975091,0.7827715355805244,0.9631336405529954,0.8636363636363636,217,0.511578947368421,0.8617021276595744,0.6420079260237781,0.5042067751370077,0.8667360336267408,0.6318283419746015,0.5248236616866008,0.8617021276595744,0.6486828112151206,0.9248927814935644,0.9256020715342619,0.8338461538461538,0.44047619047619047,0.8409090909090909,0.578125,44,0.8985765124555161,0.8953846153846153,0.36538461538461536,0.95,0.5277777777777778,20,0.9675409836065574,0.92,0.5333333333333333,0.8275862068965517,0.6486486486486487,29,0.9221808014911463,0.9015384615384615,0.6666666666666666,0.9152542372881356,0.7714285714285715,59,0.9636166687906206,0.7753846153846153,0.5193798449612403,0.8589743589743589,0.6473429951690821,78,0.8957749403093533,0.84,0.5,0.8076923076923077,0.6176470588235294,52,0.9029304029304029,4,0.1299198511345633,0.24436832095185915,1,deambiguified,2026-08-31T00:52:44.687818
0.2,0.2123076923076923,0.24512820512820513,0.35066261704477525,0.7315436241610739,0.9775784753363229,0.836852207293666,223,0.3560606060606061,0.8159722222222222,0.4957805907172996,0.3892799182135121,0.7902630554284494,0.5128227109385802,0.3879207744276327,0.8159722222222222,0.5139701783509731,0.8425295868314017,0.8550545694611579,0.7723076923076924,0.3263157894736842,0.7560975609756098,0.45588235294117646,41,0.79611817244933,0.8369230769230769,0.30158730158730157,0.6785714285714286,0.4175824175824176,28,0.8398268398268398,0.8923076923076924,0.5084745762711864,0.8333333333333334,0.631578947368421,36,0.9355055747789311,0.8430769230769231,0.5568181818181818,0.8032786885245902,0.6577181208053692,61,0.9007078986587184,0.38769230769230767,0.2777777777777778,0.9493670886075949,0.4297994269340974,79,0.7621179376350726,0.796923076923077,0.36470588235294116,0.7209302325581395,0.484375,43,0.8184891967672769,1,0.40466738261025526,0.32279889853227706,2,deambiguified,2026-08-31T01:03:00.820910
